2020-11-22 20:38:13,554 : 'd'
2020-11-22 20:38:13,680 : 'u'
2020-11-22 20:38:13,695 : 'i'
2020-11-22 20:38:13,804 : 'd'
2020-11-22 20:38:13,814 : 's'
2020-11-22 20:38:13,947 : 'u'
2020-11-22 20:38:14,157 : 'u'
2020-11-22 20:38:14,534 : Key.ctrl
2020-11-22 20:38:14,705 : 'c'
2020-11-22 20:40:10,330 : 'a'
2020-11-22 20:40:10,443 : 's'
2020-11-22 20:40:10,546 : 'd'
2020-11-22 20:40:10,916 : 'a'
2020-11-22 20:40:10,929 : 's'
2020-11-22 20:40:11,043 : 'd'
2020-11-22 20:40:11,251 : 'a'
2020-11-22 20:40:11,256 : 's'
2020-11-22 20:40:11,350 : 'd'
2020-11-22 20:40:11,530 : 's'
2020-11-22 20:40:11,552 : 'a'
2020-11-22 20:40:11,763 : 's'
2020-11-22 20:40:11,783 : 'a'
2020-11-22 20:40:11,796 : 'd'
2020-11-22 20:40:11,965 : 'a'
2020-11-22 20:40:11,970 : 's'
2020-11-22 20:40:12,048 : 'd'
2020-11-22 20:40:12,175 : 'a'
2020-11-22 20:40:12,180 : 's'
2020-11-22 20:40:12,369 : 's'
2020-11-22 20:40:12,380 : 'd'
2020-11-22 20:40:12,531 : 's'
2020-11-22 20:40:12,538 : 'a'
2020-11-22 20:40:12,673 : 's'
2020-11-22 20:40:12,679 : 'a'
2020-11-22 20:40:12,712 : 'd'
2020-11-22 20:40:12,785 : 'd'
2020-11-22 20:40:13,183 : 's'
2020-11-22 20:40:13,333 : 'c'
2020-11-22 20:40:13,518 : 's'
2020-11-22 20:40:13,655 : 'd'
2020-11-22 20:40:14,369 : Key.backspace
2020-11-22 20:40:14,869 : Key.backspace
2020-11-22 20:40:14,900 : Key.backspace
2020-11-22 20:40:14,930 : Key.backspace
2020-11-22 20:40:14,961 : Key.backspace
2020-11-22 20:40:14,991 : Key.backspace
2020-11-22 20:40:15,021 : Key.backspace
2020-11-22 20:40:15,052 : Key.backspace
2020-11-22 20:40:15,082 : Key.backspace
2020-11-22 20:40:15,113 : Key.backspace
2020-11-22 20:40:15,142 : Key.backspace
2020-11-22 20:40:15,173 : Key.backspace
2020-11-22 20:40:15,204 : Key.backspace
2020-11-22 20:40:15,235 : Key.backspace
2020-11-22 20:40:15,265 : Key.backspace
2020-11-22 20:40:15,295 : Key.backspace
2020-11-22 20:40:15,325 : Key.backspace
2020-11-22 20:40:15,355 : Key.backspace
2020-11-22 20:40:15,385 : Key.backspace
2020-11-22 20:40:15,415 : Key.backspace
2020-11-22 20:40:15,446 : Key.backspace
2020-11-22 20:40:15,476 : Key.backspace
2020-11-22 20:40:15,506 : Key.backspace
2020-11-22 20:40:15,537 : Key.backspace
2020-11-22 20:40:15,568 : Key.backspace
2020-11-22 20:40:15,598 : Key.backspace
2020-11-22 20:40:15,629 : Key.backspace
2020-11-22 20:40:15,659 : Key.backspace
2020-11-22 20:40:15,690 : Key.backspace
2020-11-22 20:40:15,720 : Key.backspace
2020-11-22 20:40:15,751 : Key.backspace
2020-11-22 20:40:15,780 : Key.backspace
2020-11-22 20:40:15,811 : Key.backspace
2020-11-22 20:40:15,841 : Key.backspace
2020-11-22 20:40:15,871 : Key.backspace
2020-11-22 20:40:15,902 : Key.backspace
2020-11-22 20:40:15,932 : Key.backspace
2020-11-22 20:40:16,645 : Key.shift_r
2020-11-22 20:40:16,804 : 'H'
2020-11-22 20:40:17,089 : 'e'
2020-11-22 20:40:17,325 : 'l'
2020-11-22 20:40:17,483 : 'l'
2020-11-22 20:40:17,653 : 'o'
2020-11-22 20:40:17,843 : Key.space
2020-11-22 20:40:18,232 : Key.shift_r
2020-11-22 20:40:18,342 : 'T'
2020-11-22 20:40:18,558 : 'h'
2020-11-22 20:40:18,634 : 'e'
2020-11-22 20:40:18,756 : 'r'
2020-11-22 20:40:18,885 : 'e'
2020-11-22 20:40:19,769 : Key.shift_r
2020-11-22 20:40:19,846 : '!'
2020-11-22 20:40:21,587 : Key.enter
2020-11-22 20:40:21,904 : Key.ctrl
2020-11-22 20:40:22,002 : 'c'
